dataset,noise,trial,algorithm,mu,lam_step,accuracy,frobenius,gt_frobenius
netscience,10,2,fugal_init,2,0.6,0.622691,274.0,186.0
netscience,10,2,fugal_init,2,0.8,0.622691,274.0,186.0
netscience,10,2,fugal_init,2,1.0,0.630607,274.0,186.0
netscience,10,2,qap_init,,,0.654354,194.0,186.0
netscience,15,0,fugal_init,0.05,0.2,0.580475,320.0,276.0
netscience,15,0,fugal_init,0.05,0.4,0.604222,316.0,276.0
netscience,15,0,fugal_init,0.05,0.6,0.604222,316.0,276.0
netscience,15,0,fugal_init,0.05,0.8,0.630607,360.0,276.0
netscience,15,0,fugal_init,0.05,1.0,0.564644,600.0,276.0
netscience,15,0,fugal_init,0.1,0.2,0.583113,300.0,276.0
netscience,15,0,fugal_init,0.1,0.4,0.591029,304.0,276.0
netscience,15,0,fugal_init,0.1,0.6,0.593668,304.0,276.0
netscience,15,0,fugal_init,0.1,0.8,0.593668,308.0,276.0
netscience,15,0,fugal_init,0.1,1.0,0.617414,296.0,276.0
netscience,15,0,fugal_init,0.3,0.2,0.580475,300.0,276.0
netscience,15,0,fugal_init,0.3,0.4,0.617414,300.0,276.0
netscience,15,0,fugal_init,0.3,0.6,0.614776,308.0,276.0
netscience,15,0,fugal_init,0.3,0.8,0.609499,308.0,276.0
netscience,15,0,fugal_init,0.3,1.0,0.609499,308.0,276.0
netscience,15,0,fugal_init,0.5,0.2,0.569921,300.0,276.0
netscience,15,0,fugal_init,0.5,0.4,0.604222,304.0,276.0
netscience,15,0,fugal_init,0.5,0.6,0.609499,304.0,276.0
netscience,15,0,fugal_init,0.5,0.8,0.60686,308.0,276.0
netscience,15,0,fugal_init,0.5,1.0,0.620053,304.0,276.0
netscience,15,0,fugal_init,1,0.2,0.593668,316.0,276.0
netscience,15,0,fugal_init,1,0.4,0.60686,316.0,276.0
netscience,15,0,fugal_init,1,0.6,0.612137,320.0,276.0
netscience,15,0,fugal_init,1,0.8,0.60686,324.0,276.0
netscience,15,0,fugal_init,1,1.0,0.609499,328.0,276.0
netscience,15,0,fugal_init,2,0.2,0.585752,384.0,276.0
netscience,15,0,fugal_init,2,0.4,0.577836,384.0,276.0
netscience,15,0,fugal_init,2,0.6,0.577836,384.0,276.0
netscience,15,0,fugal_init,2,0.8,0.577836,384.0,276.0
netscience,15,0,fugal_init,2,1.0,0.575198,384.0,276.0
netscience,15,0,qap_init,,,0.577836,408.0,276.0
netscience,15,1,fugal_init,0.05,0.2,0.627968,364.0,268.0
netscience,15,1,fugal_init,0.05,0.4,0.620053,376.0,268.0
netscience,15,1,fugal_init,0.05,0.6,0.617414,384.0,268.0
netscience,15,1,fugal_init,0.05,0.8,0.627968,420.0,268.0
netscience,15,1,fugal_init,0.05,1.0,0.567282,584.0,268.0
netscience,15,1,fugal_init,0.1,0.2,0.643799,376.0,268.0
netscience,15,1,fugal_init,0.1,0.4,0.646438,344.0,268.0
netscience,15,1,fugal_init,0.1,0.6,0.630607,360.0,268.0
netscience,15,1,fugal_init,0.1,0.8,0.622691,356.0,268.0
netscience,15,1,fugal_init,0.1,1.0,0.612137,368.0,268.0
netscience,15,1,fugal_init,0.3,0.2,0.635884,340.0,268.0
netscience,15,1,fugal_init,0.3,0.4,0.627968,340.0,268.0
netscience,15,1,fugal_init,0.3,0.6,0.620053,340.0,268.0
netscience,15,1,fugal_init,0.3,0.8,0.617414,360.0,268.0
netscience,15,1,fugal_init,0.3,1.0,0.617414,364.0,268.0
netscience,15,1,fugal_init,0.5,0.2,0.646438,352.0,268.0
netscience,15,1,fugal_init,0.5,0.4,0.601583,356.0,268.0
netscience,15,1,fugal_init,0.5,0.6,0.617414,368.0,268.0
netscience,15,1,fugal_init,0.5,0.8,0.617414,364.0,268.0
netscience,15,1,fugal_init,0.5,1.0,0.620053,368.0,268.0
netscience,15,1,fugal_init,1,0.2,0.6781,308.0,268.0
netscience,15,1,fugal_init,1,0.4,0.659631,328.0,268.0
netscience,15,1,fugal_init,1,0.6,0.654354,328.0,268.0
netscience,15,1,fugal_init,1,0.8,0.649077,336.0,268.0
netscience,15,1,fugal_init,1,1.0,0.641161,344.0,268.0
netscience,15,1,fugal_init,2,0.2,0.622691,368.0,268.0
netscience,15,1,fugal_init,2,0.4,0.612137,364.0,268.0
netscience,15,1,fugal_init,2,0.6,0.614776,368.0,268.0
netscience,15,1,fugal_init,2,0.8,0.614776,372.0,268.0
netscience,15,1,fugal_init,2,1.0,0.612137,368.0,268.0
netscience,15,1,qap_init,,,0.688654,280.0,268.0
netscience,15,2,fugal_init,0.05,0.2,0.424802,630.0,278.0
netscience,15,2,fugal_init,0.05,0.4,0.435356,666.0,278.0
netscience,15,2,fugal_init,0.05,0.6,0.422164,774.0,278.0
netscience,15,2,fugal_init,0.05,0.8,0.369393,966.0,278.0
netscience,15,2,fugal_init,0.05,1.0,0.295515,1242.0,278.0
netscience,15,2,fugal_init,0.1,0.2,0.437995,558.0,278.0
netscience,15,2,fugal_init,0.1,0.4,0.416887,566.0,278.0
netscience,15,2,fugal_init,0.1,0.6,0.427441,602.0,278.0
netscience,15,2,fugal_init,0.1,0.8,0.427441,630.0,278.0
netscience,15,2,fugal_init,0.1,1.0,0.419525,674.0,278.0
netscience,15,2,fugal_init,0.3,0.2,0.614776,322.0,278.0
netscience,15,2,fugal_init,0.3,0.4,0.60686,318.0,278.0
netscience,15,2,fugal_init,0.3,0.6,0.638522,314.0,278.0
netscience,15,2,fugal_init,0.3,0.8,0.643799,306.0,278.0
netscience,15,2,fugal_init,0.3,1.0,0.649077,310.0,278.0
netscience,15,2,fugal_init,0.5,0.2,0.609499,338.0,278.0
netscience,15,2,fugal_init,0.5,0.4,0.630607,326.0,278.0
netscience,15,2,fugal_init,0.5,0.6,0.635884,322.0,278.0
netscience,15,2,fugal_init,0.5,0.8,0.641161,318.0,278.0
netscience,15,2,fugal_init,0.5,1.0,0.638522,326.0,278.0
netscience,15,2,fugal_init,1,0.2,0.614776,342.0,278.0
netscience,15,2,fugal_init,1,0.4,0.638522,342.0,278.0
netscience,15,2,fugal_init,1,0.6,0.638522,338.0,278.0
netscience,15,2,fugal_init,1,0.8,0.646438,338.0,278.0
netscience,15,2,fugal_init,1,1.0,0.643799,338.0,278.0
netscience,15,2,fugal_init,2,0.2,0.612137,374.0,278.0
netscience,15,2,fugal_init,2,0.4,0.62533,374.0,278.0
netscience,15,2,fugal_init,2,0.6,0.622691,378.0,278.0
netscience,15,2,fugal_init,2,0.8,0.620053,378.0,278.0
netscience,15,2,fugal_init,2,1.0,0.620053,378.0,278.0
netscience,15,2,qap_init,,,0.659631,298.0,278.0
netscience,20,0,fugal_init,0.05,0.2,0.474934,532.0,352.0
netscience,20,0,fugal_init,0.05,0.4,0.279683,1204.0,352.0
netscience,20,0,fugal_init,0.05,0.6,0.25066,1380.0,352.0
netscience,20,0,fugal_init,0.05,0.8,0.255937,1504.0,352.0
netscience,20,0,fugal_init,0.05,1.0,0.295515,1620.0,352.0
netscience,20,0,fugal_init,0.1,0.2,0.522427,500.0,352.0
netscience,20,0,fugal_init,0.1,0.4,0.511873,488.0,352.0
netscience,20,0,fugal_init,0.1,0.6,0.540897,516.0,352.0
netscience,20,0,fugal_init,0.1,0.8,0.548813,512.0,352.0
netscience,20,0,fugal_init,0.1,1.0,0.511873,628.0,352.0
netscience,20,0,fugal_init,0.3,0.2,0.540897,468.0,352.0
netscience,20,0,fugal_init,0.3,0.4,0.522427,464.0,352.0
netscience,20,0,fugal_init,0.3,0.6,0.506596,508.0,352.0
netscience,20,0,fugal_init,0.3,0.8,0.540897,480.0,352.0
netscience,20,0,fugal_init,0.3,1.0,0.538259,480.0,352.0
netscience,20,0,fugal_init,0.5,0.2,0.55409,476.0,352.0
netscience,20,0,fugal_init,0.5,0.4,0.548813,456.0,352.0
netscience,20,0,fugal_init,0.5,0.6,0.540897,464.0,352.0
netscience,20,0,fugal_init,0.5,0.8,0.559367,468.0,352.0
netscience,20,0,fugal_init,0.5,1.0,0.559367,468.0,352.0
netscience,20,0,fugal_init,1,0.2,0.522427,496.0,352.0
netscience,20,0,fugal_init,1,0.4,0.546174,488.0,352.0
netscience,20,0,fugal_init,1,0.6,0.53562,484.0,352.0
netscience,20,0,fugal_init,1,0.8,0.525066,476.0,352.0
netscience,20,0,fugal_init,1,1.0,0.527704,480.0,352.0
netscience,20,0,fugal_init,2,0.2,0.572559,468.0,352.0
netscience,20,0,fugal_init,2,0.4,0.567282,472.0,352.0
netscience,20,0,fugal_init,2,0.6,0.572559,480.0,352.0
netscience,20,0,fugal_init,2,0.8,0.572559,476.0,352.0
netscience,20,0,fugal_init,2,1.0,0.564644,484.0,352.0
netscience,20,0,qap_init,,,0.525066,592.0,352.0
netscience,20,0,qap_init,,,0.530343,616.0,352.0
netscience,20,1,fugal_init,0.05,0.2,0.580475,494.0,354.0
netscience,20,1,fugal_init,0.05,0.4,0.55409,542.0,354.0
netscience,20,1,fugal_init,0.05,0.6,0.55409,630.0,354.0
netscience,20,1,fugal_init,0.05,0.8,0.490765,790.0,354.0
netscience,20,1,fugal_init,0.05,1.0,0.443272,1066.0,354.0
netscience,20,1,fugal_init,0.1,0.2,0.588391,498.0,354.0
netscience,20,1,fugal_init,0.1,0.4,0.572559,506.0,354.0
netscience,20,1,fugal_init,0.1,0.6,0.540897,526.0,354.0
netscience,20,1,fugal_init,0.1,0.8,0.543536,542.0,354.0
netscience,20,1,fugal_init,0.1,1.0,0.569921,602.0,354.0
netscience,20,1,fugal_init,0.3,0.2,0.564644,482.0,354.0
netscience,20,1,fugal_init,0.3,0.4,0.580475,490.0,354.0
netscience,20,1,fugal_init,0.3,0.6,0.585752,506.0,354.0
netscience,20,1,fugal_init,0.3,0.8,0.585752,494.0,354.0
netscience,20,1,fugal_init,0.3,1.0,0.569921,538.0,354.0
netscience,20,1,fugal_init,0.5,0.2,0.609499,462.0,354.0
netscience,20,1,fugal_init,0.5,0.4,0.588391,470.0,354.0
netscience,20,1,fugal_init,0.5,0.6,0.593668,478.0,354.0
netscience,20,1,fugal_init,0.5,0.8,0.601583,478.0,354.0
netscience,20,1,fugal_init,0.5,1.0,0.585752,498.0,354.0
netscience,20,1,fugal_init,1,0.2,0.593668,478.0,354.0
netscience,20,1,fugal_init,1,0.4,0.583113,482.0,354.0
netscience,20,1,fugal_init,1,0.6,0.572559,514.0,354.0
netscience,20,1,fugal_init,1,0.8,0.575198,506.0,354.0
netscience,20,1,fugal_init,1,1.0,0.546174,534.0,354.0
netscience,20,1,fugal_init,2,0.2,0.551451,550.0,354.0
netscience,20,1,fugal_init,2,0.4,0.527704,562.0,354.0
netscience,20,1,fugal_init,2,0.6,0.530343,566.0,354.0
netscience,20,1,fugal_init,2,0.8,0.530343,578.0,354.0
netscience,20,1,fugal_init,2,1.0,0.525066,582.0,354.0
netscience,20,1,qap_init,,,0.575198,538.0,354.0
netscience,20,1,qap_init,,,0.577836,530.0,354.0
netscience,20,2,fugal_init,0.05,0.2,0.28496,956.0,360.0
netscience,20,2,fugal_init,0.05,0.4,0.277045,1356.0,360.0
netscience,20,2,fugal_init,0.05,0.6,0.28496,1416.0,360.0
netscience,20,2,fugal_init,0.05,0.8,0.279683,1436.0,360.0
netscience,20,2,fugal_init,0.05,1.0,0.266491,1544.0,360.0
netscience,20,2,fugal_init,0.1,0.2,0.385224,772.0,360.0
netscience,20,2,fugal_init,0.1,0.4,0.364116,812.0,360.0
netscience,20,2,fugal_init,0.1,0.6,0.364116,768.0,360.0
netscience,20,2,fugal_init,0.1,0.8,0.295515,968.0,360.0
netscience,20,2,fugal_init,0.1,1.0,0.298153,1112.0,360.0
netscience,20,2,fugal_init,0.3,0.2,0.55409,436.0,360.0
netscience,20,2,fugal_init,0.3,0.4,0.562005,436.0,360.0
netscience,20,2,fugal_init,0.3,0.6,0.556728,424.0,360.0
netscience,20,2,fugal_init,0.3,0.8,0.569921,412.0,360.0
netscience,20,2,fugal_init,0.3,1.0,0.567282,424.0,360.0
netscience,20,2,fugal_init,0.5,0.2,0.556728,460.0,360.0
netscience,20,2,fugal_init,0.5,0.4,0.546174,460.0,360.0
netscience,20,2,fugal_init,0.5,0.6,0.55409,456.0,360.0
netscience,20,2,fugal_init,0.5,0.8,0.548813,448.0,360.0
netscience,20,2,fugal_init,0.5,1.0,0.551451,456.0,360.0
netscience,20,2,fugal_init,1,0.2,0.543536,472.0,360.0
netscience,20,2,fugal_init,1,0.4,0.572559,460.0,360.0
netscience,20,2,fugal_init,1,0.6,0.564644,456.0,360.0
netscience,20,2,fugal_init,1,0.8,0.562005,456.0,360.0
netscience,20,2,fugal_init,1,1.0,0.562005,456.0,360.0
netscience,20,2,fugal_init,2,0.2,0.562005,472.0,360.0
netscience,20,2,fugal_init,2,0.4,0.569921,460.0,360.0
netscience,20,2,fugal_init,2,0.6,0.564644,460.0,360.0
netscience,20,2,fugal_init,2,0.8,0.564644,460.0,360.0
netscience,20,2,fugal_init,2,1.0,0.564644,460.0,360.0
netscience,20,2,qap_init,,,0.543536,420.0,360.0
netscience,5,0,fugal_init,0.05,0.2,0.617414,146.0,82.0
netscience,5,0,fugal_init,0.05,0.4,0.643799,134.0,82.0
netscience,5,0,fugal_init,0.05,0.6,0.638522,134.0,82.0
netscience,5,0,fugal_init,0.05,0.8,0.641161,146.0,82.0
netscience,5,0,fugal_init,0.05,1.0,0.656992,138.0,82.0
netscience,5,0,fugal_init,0.1,0.2,0.664908,86.0,82.0
netscience,5,0,fugal_init,0.1,0.4,0.656992,86.0,82.0
netscience,5,0,fugal_init,0.1,0.6,0.675462,86.0,82.0
netscience,5,0,fugal_init,0.1,0.8,0.667546,86.0,82.0
netscience,5,0,fugal_init,0.1,1.0,0.6781,82.0,82.0
netscience,5,0,fugal_init,0.3,0.2,0.672823,82.0,82.0
netscience,5,0,fugal_init,0.3,0.4,0.683377,82.0,82.0
netscience,5,0,fugal_init,0.3,0.6,0.683377,82.0,82.0
netscience,5,0,fugal_init,0.3,0.8,0.683377,82.0,82.0
netscience,5,0,fugal_init,0.3,1.0,0.683377,82.0,82.0
netscience,5,0,fugal_init,0.5,0.2,0.670185,82.0,82.0
netscience,5,0,fugal_init,0.5,0.4,0.6781,82.0,82.0
netscience,5,0,fugal_init,0.5,0.6,0.6781,82.0,82.0
netscience,5,0,fugal_init,0.5,0.8,0.6781,82.0,82.0
netscience,5,0,fugal_init,0.5,1.0,0.6781,82.0,82.0
netscience,5,0,fugal_init,1,0.2,0.662269,98.0,82.0
netscience,5,0,fugal_init,1,0.4,0.670185,98.0,82.0
netscience,5,0,fugal_init,1,0.6,0.670185,98.0,82.0
netscience,5,0,fugal_init,1,0.8,0.670185,98.0,82.0
netscience,5,0,fugal_init,1,1.0,0.670185,98.0,82.0
netscience,5,0,fugal_init,2,0.2,0.651715,134.0,82.0
netscience,5,0,fugal_init,2,0.4,0.651715,134.0,82.0
netscience,5,0,fugal_init,2,0.6,0.651715,134.0,82.0
netscience,5,0,fugal_init,2,0.8,0.651715,134.0,82.0
netscience,5,0,fugal_init,2,1.0,0.656992,134.0,82.0
netscience,5,0,qap_init,,,0.686016,90.0,82.0
netscience,5,1,fugal_init,0.05,0.2,0.649077,162.0,94.0
netscience,5,1,fugal_init,0.05,0.4,0.646438,150.0,94.0
netscience,5,1,fugal_init,0.05,0.6,0.643799,138.0,94.0
netscience,5,1,fugal_init,0.05,0.8,0.630607,138.0,94.0
netscience,5,1,fugal_init,0.05,1.0,0.638522,138.0,94.0
netscience,5,1,fugal_init,0.1,0.2,0.670185,122.0,94.0
netscience,5,1,fugal_init,0.1,0.4,0.670185,94.0,94.0
netscience,5,1,fugal_init,0.1,0.6,0.662269,94.0,94.0
netscience,5,1,fugal_init,0.1,0.8,0.654354,94.0,94.0
netscience,5,1,fugal_init,0.1,1.0,0.654354,94.0,94.0
netscience,5,1,fugal_init,0.3,0.2,0.675462,94.0,94.0
netscience,5,1,fugal_init,0.3,0.4,0.662269,94.0,94.0
netscience,5,1,fugal_init,0.3,0.6,0.664908,94.0,94.0
netscience,5,1,fugal_init,0.3,0.8,0.662269,94.0,94.0
netscience,5,1,fugal_init,0.3,1.0,0.662269,94.0,94.0
netscience,5,1,fugal_init,0.5,0.2,0.664908,106.0,94.0
netscience,5,1,fugal_init,0.5,0.4,0.659631,106.0,94.0
netscience,5,1,fugal_init,0.5,0.6,0.659631,106.0,94.0
netscience,5,1,fugal_init,0.5,0.8,0.659631,106.0,94.0
netscience,5,1,fugal_init,0.5,1.0,0.659631,106.0,94.0
netscience,5,1,fugal_init,1,0.2,0.656992,126.0,94.0
netscience,5,1,fugal_init,1,0.4,0.656992,126.0,94.0
netscience,5,1,fugal_init,1,0.6,0.656992,126.0,94.0
netscience,5,1,fugal_init,1,0.8,0.656992,126.0,94.0
netscience,5,1,fugal_init,1,1.0,0.656992,126.0,94.0
netscience,5,1,fugal_init,2,0.2,0.649077,150.0,94.0
netscience,5,1,fugal_init,2,0.4,0.646438,154.0,94.0
netscience,5,1,fugal_init,2,0.6,0.646438,154.0,94.0
netscience,5,1,fugal_init,2,0.8,0.646438,154.0,94.0
netscience,5,1,fugal_init,2,1.0,0.643799,154.0,94.0
netscience,5,1,qap_init,,,0.659631,98.0,94.0
netscience,5,2,fugal_init,0.05,0.2,0.656992,164.0,84.0
netscience,5,2,fugal_init,0.05,0.4,0.641161,164.0,84.0
netscience,5,2,fugal_init,0.05,0.6,0.667546,148.0,84.0
netscience,5,2,fugal_init,0.05,0.8,0.667546,160.0,84.0
netscience,5,2,fugal_init,0.05,1.0,0.670185,160.0,84.0
netscience,5,2,fugal_init,0.1,0.2,0.651715,164.0,84.0
netscience,5,2,fugal_init,0.1,0.4,0.701847,88.0,84.0
netscience,5,2,fugal_init,0.1,0.6,0.699208,88.0,84.0
netscience,5,2,fugal_init,0.1,0.8,0.701847,88.0,84.0
netscience,5,2,fugal_init,0.1,1.0,0.701847,88.0,84.0
netscience,5,2,fugal_init,0.3,0.2,0.704485,84.0,84.0
netscience,5,2,fugal_init,0.3,0.4,0.699208,84.0,84.0
netscience,5,2,fugal_init,0.3,0.6,0.709763,84.0,84.0
netscience,5,2,fugal_init,0.3,0.8,0.709763,84.0,84.0
netscience,5,2,fugal_init,0.3,1.0,0.709763,84.0,84.0
netscience,5,2,fugal_init,0.5,0.2,0.704485,92.0,84.0
netscience,5,2,fugal_init,0.5,0.4,0.707124,92.0,84.0
netscience,5,2,fugal_init,0.5,0.6,0.704485,92.0,84.0
netscience,5,2,fugal_init,0.5,0.8,0.709763,92.0,84.0
netscience,5,2,fugal_init,0.5,1.0,0.709763,92.0,84.0
netscience,5,2,fugal_init,1,0.2,0.704485,100.0,84.0
netscience,5,2,fugal_init,1,0.4,0.707124,100.0,84.0
netscience,5,2,fugal_init,1,0.6,0.704485,108.0,84.0
netscience,5,2,fugal_init,1,0.8,0.704485,108.0,84.0
netscience,5,2,fugal_init,1,1.0,0.704485,108.0,84.0
netscience,5,2,fugal_init,2,0.2,0.707124,116.0,84.0
netscience,5,2,fugal_init,2,0.4,0.707124,116.0,84.0
netscience,5,2,fugal_init,2,0.6,0.704485,116.0,84.0
netscience,5,2,fugal_init,2,0.8,0.704485,116.0,84.0
netscience,5,2,fugal_init,2,1.0,0.704485,116.0,84.0
netscience,5,2,qap_init,,,0.728232,88.0,84.0
voles,0,0,fugal_init,0.05,0.2,0.952314,0.0,0.0
voles,0,0,fugal_init,0.05,0.4,0.941094,0.0,0.0
voles,0,0,fugal_init,0.05,0.6,0.943899,0.0,0.0
voles,0,0,fugal_init,0.05,0.8,0.943899,0.0,0.0
voles,0,0,fugal_init,0.05,1.0,0.943899,0.0,0.0
voles,0,0,fugal_init,0.1,0.2,0.949509,0.0,0.0
voles,0,0,fugal_init,0.1,0.4,0.943899,0.0,0.0
voles,0,0,fugal_init,0.1,0.6,0.943899,0.0,0.0
voles,0,0,fugal_init,0.1,0.8,0.943899,0.0,0.0
voles,0,0,fugal_init,0.1,1.0,0.943899,0.0,0.0
voles,0,0,fugal_init,0.3,0.2,0.943899,0.0,0.0
voles,0,0,fugal_init,0.3,0.4,0.943899,0.0,0.0
voles,0,0,fugal_init,0.3,0.6,0.943899,0.0,0.0
voles,0,0,fugal_init,0.3,0.8,0.943899,0.0,0.0
voles,0,0,fugal_init,0.3,1.0,0.943899,0.0,0.0
voles,0,0,fugal_init,0.5,0.2,0.943899,0.0,0.0
voles,0,0,fugal_init,0.5,0.4,0.943899,0.0,0.0
voles,0,0,fugal_init,0.5,0.6,0.943899,0.0,0.0
voles,0,0,fugal_init,0.5,0.8,0.943899,0.0,0.0
voles,0,0,fugal_init,0.5,1.0,0.943899,0.0,0.0
voles,0,0,fugal_init,1,0.2,0.943899,0.0,0.0
voles,0,0,fugal_init,1,0.4,0.943899,0.0,0.0
voles,0,0,fugal_init,1,0.6,0.943899,0.0,0.0
voles,0,0,fugal_init,1,0.8,0.943899,0.0,0.0
voles,0,0,fugal_init,1,1.0,0.943899,0.0,0.0
voles,0,0,fugal_init,2,0.2,0.943899,0.0,0.0
voles,0,0,fugal_init,2,0.4,0.943899,0.0,0.0
voles,0,0,fugal_init,2,0.6,0.943899,0.0,0.0
voles,0,0,fugal_init,2,0.8,0.943899,0.0,0.0
voles,0,0,fugal_init,2,1.0,0.943899,0.0,0.0
voles,0,0,qap_init,,,0.941094,0.0,0.0
voles,0,1,fugal_init,0.05,0.2,0.960729,0.0,0.0
voles,0,1,fugal_init,0.05,0.4,0.957924,0.0,0.0
voles,0,1,fugal_init,0.05,0.6,0.956522,0.0,0.0
voles,0,1,fugal_init,0.05,0.8,0.956522,0.0,0.0
voles,0,1,fugal_init,0.05,1.0,0.956522,0.0,0.0
voles,0,1,fugal_init,0.1,0.2,0.957924,0.0,0.0
voles,0,1,fugal_init,0.1,0.4,0.956522,0.0,0.0
voles,0,1,fugal_init,0.1,0.6,0.956522,0.0,0.0
voles,0,1,fugal_init,0.1,0.8,0.956522,0.0,0.0
voles,0,1,fugal_init,0.1,1.0,0.956522,0.0,0.0
voles,0,1,fugal_init,0.3,0.2,0.959327,0.0,0.0
voles,0,1,fugal_init,0.3,0.4,0.956522,0.0,0.0
voles,0,1,fugal_init,0.3,0.6,0.956522,0.0,0.0
voles,0,1,fugal_init,0.3,0.8,0.956522,0.0,0.0
voles,0,1,fugal_init,0.3,1.0,0.956522,0.0,0.0
voles,0,1,fugal_init,0.5,0.2,0.956522,0.0,0.0
voles,0,1,fugal_init,0.5,0.4,0.956522,0.0,0.0
voles,0,1,fugal_init,0.5,0.6,0.956522,0.0,0.0
voles,0,1,fugal_init,0.5,0.8,0.956522,0.0,0.0
voles,0,1,fugal_init,0.5,1.0,0.956522,0.0,0.0
voles,0,1,fugal_init,1,0.2,0.956522,0.0,0.0
voles,0,1,fugal_init,1,0.4,0.956522,0.0,0.0
voles,0,1,fugal_init,1,0.6,0.956522,0.0,0.0
voles,0,1,fugal_init,1,0.8,0.956522,0.0,0.0
voles,0,1,fugal_init,1,1.0,0.956522,0.0,0.0
voles,0,1,fugal_init,2,0.2,0.956522,0.0,0.0
voles,0,1,fugal_init,2,0.4,0.956522,0.0,0.0
voles,0,1,fugal_init,2,0.6,0.956522,0.0,0.0
voles,0,1,fugal_init,2,0.8,0.956522,0.0,0.0
voles,0,1,fugal_init,2,1.0,0.956522,0.0,0.0
voles,0,1,qap_init,,,0.955119,0.0,0.0
voles,0,2,fugal_init,0.05,0.2,0.936886,0.0,0.0
voles,0,2,fugal_init,0.05,0.4,0.934081,0.0,0.0
voles,0,2,fugal_init,0.05,0.6,0.939691,0.0,0.0
voles,0,2,fugal_init,0.05,0.8,0.939691,0.0,0.0
voles,0,2,fugal_init,0.05,1.0,0.939691,0.0,0.0
voles,0,2,fugal_init,0.1,0.2,0.934081,0.0,0.0
voles,0,2,fugal_init,0.1,0.4,0.939691,0.0,0.0
voles,0,2,fugal_init,0.1,0.6,0.939691,0.0,0.0
voles,0,2,fugal_init,0.1,0.8,0.939691,0.0,0.0
voles,0,2,fugal_init,0.1,1.0,0.939691,0.0,0.0
voles,0,2,fugal_init,0.3,0.2,0.939691,0.0,0.0
voles,0,2,fugal_init,0.3,0.4,0.939691,0.0,0.0
voles,0,2,fugal_init,0.3,0.6,0.939691,0.0,0.0
voles,0,2,fugal_init,0.3,0.8,0.939691,0.0,0.0
voles,0,2,fugal_init,0.3,1.0,0.939691,0.0,0.0
voles,0,2,fugal_init,0.5,0.2,0.939691,0.0,0.0
voles,0,2,fugal_init,0.5,0.4,0.939691,0.0,0.0
voles,0,2,fugal_init,0.5,0.6,0.939691,0.0,0.0
voles,0,2,fugal_init,0.5,0.8,0.939691,0.0,0.0
voles,0,2,fugal_init,0.5,1.0,0.939691,0.0,0.0
voles,0,2,fugal_init,1,0.2,0.939691,0.0,0.0
voles,0,2,fugal_init,1,0.4,0.939691,0.0,0.0
voles,0,2,fugal_init,1,0.6,0.939691,0.0,0.0
voles,0,2,fugal_init,1,0.8,0.939691,0.0,0.0
voles,0,2,fugal_init,1,1.0,0.939691,0.0,0.0
voles,0,2,fugal_init,2,0.2,0.939691,0.0,0.0
voles,0,2,fugal_init,2,0.4,0.939691,0.0,0.0
voles,0,2,fugal_init,2,0.6,0.939691,0.0,0.0
voles,0,2,fugal_init,2,0.8,0.939691,0.0,0.0
voles,0,2,fugal_init,2,1.0,0.939691,0.0,0.0
voles,0,2,qap_init,,,0.941094,0.0,0.0
voles,10,0,fugal_init,0.05,0.2,0.941094,444.0,440.0
voles,10,0,fugal_init,0.05,0.4,0.942496,444.0,440.0
voles,10,0,fugal_init,0.05,0.6,0.945302,444.0,440.0
voles,10,0,fugal_init,0.05,0.8,0.948107,444.0,440.0
voles,10,0,fugal_init,0.05,1.0,0.948107,472.0,440.0
voles,10,0,fugal_init,0.1,0.2,0.938289,444.0,440.0
voles,10,0,fugal_init,0.1,0.4,0.943899,444.0,440.0
voles,10,0,fugal_init,0.1,0.6,0.948107,444.0,440.0
voles,10,0,fugal_init,0.1,0.8,0.942496,444.0,440.0
voles,10,0,fugal_init,0.1,1.0,0.946704,444.0,440.0
voles,10,0,fugal_init,0.3,0.2,0.949509,448.0,440.0
voles,10,0,fugal_init,0.3,0.4,0.945302,448.0,440.0
voles,10,0,fugal_init,0.3,0.6,0.948107,448.0,440.0
voles,10,0,fugal_init,0.3,0.8,0.948107,448.0,440.0
voles,10,0,fugal_init,0.3,1.0,0.949509,448.0,440.0
voles,10,0,fugal_init,0.5,0.2,0.945302,456.0,440.0
voles,10,0,fugal_init,0.5,0.4,0.945302,456.0,440.0
voles,10,0,fugal_init,0.5,0.6,0.945302,456.0,440.0
voles,10,0,fugal_init,0.5,0.8,0.945302,456.0,440.0
voles,10,0,fugal_init,0.5,1.0,0.945302,456.0,440.0
voles,10,0,fugal_init,1,0.2,0.942496,480.0,440.0
voles,10,0,fugal_init,1,0.4,0.936886,480.0,440.0
voles,10,0,fugal_init,1,0.6,0.936886,480.0,440.0
voles,10,0,fugal_init,1,0.8,0.935484,488.0,440.0
voles,10,0,fugal_init,1,1.0,0.935484,488.0,440.0
voles,10,0,fugal_init,2,0.2,0.918654,552.0,440.0
voles,10,0,fugal_init,2,0.4,0.918654,552.0,440.0
voles,10,0,fugal_init,2,0.6,0.920056,540.0,440.0
voles,10,0,fugal_init,2,0.8,0.918654,544.0,440.0
voles,10,0,fugal_init,2,1.0,0.915849,552.0,440.0
voles,10,0,qap_init,,,0.943899,440.0,440.0
voles,10,1,fugal_init,0.05,0.2,0.942496,460.0,460.0
voles,10,1,fugal_init,0.05,0.4,0.942496,460.0,460.0
voles,10,1,fugal_init,0.05,0.6,0.942496,460.0,460.0
